Original_Text,T1,T2,T3,T4,T5
i had gone to meet my friend bao ding,I went to meet my friend.,I had gone to meet my friend.,I was going to meet my friend.,A friend of mine went to meet me.,I went to meet my friend bao ding.
i had gone to meet my friend uang mei,I went to meet my friend.,I went to meet my friend uang mei.,I met my friend uang mei.,I was going to meet my friend.,I went to see my friend uang mei.
i had gone to meet my friend qing-nan pun,I went to meet my friend.,I went to meet my friend qing-nan.,I had gone to meet my friend.,I went to meet a friend.,I was going to meet my friend.
i had gone to meet my friend shu fang miu,I went to meet my friend.,I had gone to meet my friend.,I went to meet my friend shu fang.,I was going to meet my friend.,I went to see my friend shu fang.
i had gone to meet my friend woo wah,I went to meet my friend.,I had gone to meet my friend.,I was going to meet my friend.,I went to meet a friend.,I went to see my friend.
i had gone to meet my friend tung bu,I went to meet my friend.,I was going to meet my friend.,I had gone to meet my friend.,I went to meet a friend.,I went to see my friend.
i had gone to meet my friend zan ding,I went to meet my friend.,I was going to meet my friend.,I had gone to meet my friend.,I went to see my friend.,I went to meet a friend.
i had gone to meet my friend cong ung,I went to meet my friend.,I had gone to meet my friend.,I went to meet a friend.,I was going to meet my friend.,I went to see my friend.
i had gone to meet my friend gao dang,I went to meet my friend.,I was going to meet my friend.,I had gone to meet my friend.,I went to meet a friend.,I went to see my friend.
i had gone to meet my friend mingmei leung,I went to meet my friend.,I went to meet my friend mingmei leung.,I went to see my friend mingmei leung.,I met my friend mingmei leung.,I went to meet mingmei leung.
i had gone to meet my friend ah lam shyu,I went to meet my friend.,I had gone to meet my friend.,I was going to meet my friend.,I met my friend ah lam shyu.,I went to meet a friend.
i had gone to meet my friend zhu koh,I went to meet my friend.,I was going to meet my friend.,I had gone to meet my friend.,I went to meet my friend zhu koh.,I went to meet zhu koh.
i had gone to meet my friend fo-hsing geng,I went to meet my friend.,I was going to meet my friend.,I went to meet a friend.,I had gone to meet my friend.,My friend and I went to meet.
i had gone to meet my friend xiao-xing gao,I went to meet my friend.,I was going to meet my friend.,I went to meet a friend.,I had gone to meet my friend.,I went to see my friend xiao-xing gao.
i had gone to meet my friend on tzeng,I went to meet my friend.,I went to meet my friend on tzeng.,I met my friend on tzeng.,I was going to meet my friend on tzeng.,My friend and I went to meet on tzeng.
i had gone to meet my friend zi mui,I went to meet my friend.,I went to meet my friend zi mui.,I went to meet zi mui.,I went to see my friend zi mui.,I was going to meet my friend zi mui.
i had gone to meet my friend shu fang ngan,I went to meet my friend.,I had gone to meet my friend.,I was going to meet my friend.,I went to meet my friend shu.,I went to meet my friend shu fang.
i had gone to meet my friend hsin xiong,I went to meet my friend.,I was going to meet my friend.,I had gone to meet my friend.,I went to meet hsin xiong.,I went to meet a friend.
i had gone to meet my friend niao-ka mah,I went to meet my friend.,I had gone to meet my friend.,I was going to meet my friend.,I went to see my friend niao-ka mah.,I went to meet a friend.
i had gone to meet my friend chun tuan,I went to meet my friend.,I went to meet my friend chun tuan.,I went to see my friend chun tuan.,I went to meet chun tuan.,I went to meet my friend chun.
i had gone to meet my friend niao-ka que,I went to meet my friend.,I went to meet my friend niao-ka.,I had gone to meet my friend.,I went to see my friend niao-ka.,I was going to meet my friend.
i had gone to meet my friend yao fei,I went to meet my friend.,I was going to meet my friend.,I had gone to meet my friend.,I went to meet a friend.,My friend and I went to meet.
i had gone to meet my friend ushi pon,I went to meet my friend.,I had gone to meet my friend.,I was going to meet my friend.,I had gone to see my friend.,I went to meet my friend.
i had gone to meet my friend zi mon,I went to meet my friend.,I went to meet my friend zi mon.,I went to meet zi mon.,I went to see my friend zi mon.,I was going to meet my friend.
i had gone to meet my friend fo-hai lang,I went to meet my friend.,I was going to meet my friend.,I had gone to meet my friend.,I went to meet a friend.,I went to see my friend.
i had gone to meet my friend kong lan,I went to meet my friend.,I was going to meet my friend.,I went to meet a friend.,I had gone to meet my friend.,I went to meet my friend kong.
i had gone to meet my friend uang tom,I went to meet my friend.,I was going to meet my friend.,I had gone to meet my friend.,I met my friend uang tom.,I went to meet a friend.
i had gone to meet my friend jing wei auyeung,I went to meet my friend.,I had gone to meet my friend.,I went to meet my friend jing wei.,I was going to meet my friend.,I went to see my friend jing wei.
i had gone to meet my friend cong un,I went to meet my friend.,I went to meet a friend.,I had gone to meet my friend.,I was going to meet my friend.,I went to see my friend.
i had gone to meet my friend tung khoo,I went to meet my friend.,I was going to meet my friend.,I had gone to meet my friend.,I went to meet a friend.,I had gone to meet a friend.
i had gone to meet my friend guanyin ip,I went to meet my friend.,I had gone to meet my friend.,I was going to meet my friend.,I went to meet a friend.,I went to meet my friend.
i had gone to meet my friend zan qian,I went to meet my friend.,I went to meet my friend zan qian.,I went to meet zan qian.,I went to see my friend zan qian.,I was going to meet my friend zan qian.
i had gone to meet my friend ye hy,I went to meet my friend.,I was going to meet my friend.,I went to see my friend.,I had gone to meet my friend.,I went to meet a friend.
i had gone to meet my friend kong dong,I went to meet my friend.,I went to meet my friend kong dong.,I went to meet kong dong.,I met my friend kong dong.,I went to see my friend kong dong.
i had gone to meet my friend gan zeng,I went to meet my friend.,I went to meet my friend gan zeng.,I went to see my friend gan zeng.,I went to meet gan zeng.,I met my friend gan zeng.
i had gone to meet my friend niao-ka fok,I went to meet my friend.,I had gone to meet my friend.,I was going to meet my friend.,I went to see my friend niao-ka fok.,I went to meet a friend.
i had gone to get vaccinated ,I went to get the vaccine.,I went to get a vaccine.,I had gone to get a vaccine.,I went to get my vaccine.,I had gone to get the vaccine.
i had gone to meet my friend bao wing,I went to meet my friend.,I had gone to meet my friend.,I went to meet my friend bao wing.,A friend of mine went to meet me.,I was going to meet my friend.
i had gone to meet my friend uang ou,I went to meet my friend.,I was going to meet my friend.,I had gone to meet my friend.,I went to meet a friend.,I traveled to meet my friend.
i had gone to meet my friend guanyin lang,I went to meet my friend.,I was going to meet my friend.,I had gone to meet my friend.,I went to meet my friend.,I went to meet a friend.
i had gone to meet my friend mingmei yong,I went to meet my friend.,I had gone to meet my friend.,I went to meet my friend mingmei.,I was going to meet my friend.,I went to meet a friend.
i had gone to meet my friend on pun,I went to meet my friend.,I went to meet a friend.,I had gone to meet my friend.,I was going to meet my friend.,I had gone to meet a friend.
i had gone to meet my friend quon jong,I went to meet my friend.,I went to meet my friend quon jong.,I went to meet my friend quon.,I went to meet quon jong.,I was going to meet my friend quon jong.
i had gone to meet my friend bao geng,I went to meet my friend.,I had gone to meet my friend.,I was going to meet my friend.,A friend of mine went to meet me.,I went to meet my friend.
i had gone to meet my friend qing-nan kiang,I went to meet my friend.,I went to meet my friend qing-nan kiang.,I went to see my friend qing-nan kiang.,I met my friend qing-nan kiang.,I was going to meet my friend qing-nan kiang.
i had gone to meet my friend shen u,I went to meet my friend.,I went to meet her.,I was going to meet my friend.,I had gone to meet my friend.,I went to see my friend.
i had gone to meet my friend bing bu,I went to meet my friend.,I went to meet a friend.,I was going to meet my friend.,I had gone to meet my friend.,I went to see my friend.
i had gone to meet my friend xi-wang ban,I went to meet my friend.,I had gone to meet my friend.,I was going to meet my friend.,I went to meet a friend.,I went to meet my friend.
i had gone to meet my friend xin u,I went to meet my friend.,I had gone to meet my friend.,I was going to meet my friend.,I went to meet my friend xin.,I had gone to see my friend.
i had gone to meet my friend uang wee,I went to meet my friend.,I was going to meet my friend.,I had gone to meet my friend.,I went to meet a friend.,I met my friend uang wee.
i had gone to meet my friend guanyin young,I went to meet my friend.,I had gone to meet my friend.,I was going to meet my friend.,I went to meet a friend.,I had gone to meet a friend.
i had gone to meet my friend chyou ung,I went to meet my friend.,I was going to meet my friend.,I had gone to meet my friend.,I went to meet a friend.,I went to see my friend.
i had gone to meet my friend jiang zeng,I went to meet my friend.,I went to meet my friend jiang zeng.,I had gone to meet my friend.,I was going to meet my friend.,I was going to meet my friend jiang zeng.
i had gone to meet my friend fang hua fei,I went to meet my friend.,I had gone to meet my friend.,I was going to meet my friend.,I went to meet my friend fang hua.,I had traveled to meet my friend.
i had gone to meet my friend manchu bo,I went to meet my friend.,I went to meet my friend manchu.,I was going to meet my friend.,I went to meet a friend.,I had gone to meet my friend.
i had gone to meet my friend kong cao,I went to meet my friend.,I was going to meet my friend.,I had gone to meet my friend.,I went to meet a friend.,I had gone to meet a friend.
i had gone to meet my friend yao gan,I went to meet my friend.,I had gone to meet my friend.,I was going to meet my friend.,I went to meet a friend.,I went to see my friend.
i had gone to meet my friend woo jou,I went to meet my friend.,I was going to meet my friend.,I had gone to meet my friend.,I went to meet a friend.,I had gone to meet a friend.
i had gone to meet my friend shu fang jan,I went to meet my friend.,I had gone to meet my friend.,I went to see my friend shu fang.,I went to meet my friend shu fang.,I was going to meet my friend.
i had gone to meet my friend jun khoo,I went to meet my friend.,I was going to meet my friend.,I went to meet my friend jun khoo.,I had gone to meet my friend.,I went to meet my friend jun.
i had gone to meet my friend wu-pen tuan,I went to meet my friend.,I was going to meet my friend.,I had gone to meet my friend.,I went to meet a friend.,A friend of mine went to meet me.
i had gone to meet my friend fo-hai rao,I went to meet my friend.,I was going to meet my friend.,I had gone to meet my friend.,I went to meet a friend.,I went to see my friend.
i had gone to meet my friend wen pau,I went to meet my friend.,I was going to meet my friend.,I went to meet a friend.,I had gone to meet my friend.,I went to meet my pal.
i had gone to meet my friend uang zha,I went to meet my friend.,I was going to meet my friend.,I had gone to meet my friend.,I went to meet a friend.,I traveled to meet my friend.
i had gone to meet my friend bing ruan,I went to meet my friend.,I was going to meet my friend.,I had gone to meet my friend.,I went to meet a friend.,I went to see my friend bing ruan.
i had gone to meet my friend kimora an,I went to meet my friend.,I went to meet my friend kimora.,I was going to meet my friend.,I had gone to meet my friend.,I went to see my friend kimora.
i had gone to meet my friend fai ip,I went to meet my friend.,I was going to meet my friend.,I went to meet a friend.,I had gone to meet my friend.,A friend of mine went to meet me.
i had gone to meet my friend fo-hsing huang,I went to meet my friend.,I was going to meet my friend.,I went to meet a friend.,I had gone to meet my friend.,I had gone to meet a friend.
i had gone to meet my friend dewei koh,I went to meet my friend.,I went to meet my friend dewei koh.,I went to see my friend dewei koh.,I was going to meet my friend.,I met my friend dewei koh.
i had gone to meet my friend qing-nan hsueh,I went to meet my friend.,I went to meet my friend qing-nan.,I went to see my friend qing-nan hsueh.,I went to meet a friend.,I was going to meet my friend.
i had gone to meet my friend zi lan,I went to meet my friend.,I was going to meet my friend.,I went to meet my friend zi.,I had gone to meet my friend.,I went to meet a friend.
i had gone to meet my friend lee ren,I went to meet my friend.,I went to meet my friend lee.,I was going to meet my friend.,I went to see my friend lee ren.,I went to meet my friend lee ren.
i had gone to meet my friend chen-tao kau,I went to meet my friend.,I went to meet my friend chen-tao.,I went to see my friend chen-tao kau.,I went to meet my friend chen-tao kau.,I was going to meet my friend.
i had gone to meet my friend shing bo,I went to meet my friend.,I was going to meet my friend.,I went to meet a friend.,I had gone to meet my friend.,I went to see my friend.
i had gone to meet my friend shu fang kho,I went to meet my friend.,I had gone to meet my friend.,I was going to meet my friend.,I went to meet my friend shu fang.,I went to see my friend shu fang.
i had gone to meet my friend lee gao,I went to meet my friend.,I went to meet my friend lee gao.,I went to meet lee gao.,I went to see my friend lee gao.,I was going to meet my friend lee gao.
i had gone to meet my friend le lim,I went to meet my friend.,I was going to meet my friend.,I had gone to meet my friend.,I went to meet a friend.,My friend and I went to meet.
i had gone to meet my friend jun gau,I went to meet my friend.,I was going to meet my friend.,I went to see my friend jun gau.,I went to meet my friend jun gau.,I had gone to meet my friend.
i had gone to meet my friend ting que,I went to meet my friend.,I went to meet a friend.,I was going to meet my friend.,I had gone to meet my friend.,I went to see my friend.
i had gone to meet my friend xiu mei tam,I went to meet my friend.,I went to meet my friend xiu mei.,I was going to meet my friend.,I went to see my friend xiu mei tam.,I had gone to meet my friend.
i had gone to meet my friend dewei jeng,I went to meet my friend.,I went to see my friend dewei jeng.,I went to meet my friend dewei jeng.,I met my friend dewei jeng.,I was going to meet my friend.
i had gone to meet my friend yong deng,I went to meet my friend.,I was going to meet my friend.,I had gone to meet my friend.,I went to see my friend.,My friend and I went to meet.
i had gone to meet my friend fang fei,I went to meet my friend.,I had gone to meet my friend.,I was going to meet my friend.,I went to meet my friend fang.,I had gone to see my friend.
i had gone to meet my friend jing wei lan,I went to meet my friend.,I went to meet my friend jing wei.,I had gone to meet my friend.,I went to meet my friend jing.,I went to see my friend jing wei.
i had gone to meet my friend mei un,I went to meet my friend.,I went to meet my friend mei.,I had gone to meet my friend.,I went to see my friend mei.,I was going to meet my friend.
i had gone to meet my friend quon ip,I went to meet my friend.,I went to meet my friend quon.,I had gone to meet my friend.,I was going to meet my friend.,I went to see my friend quon.
i had gone to meet my friend xiu mei qian,I went to meet my friend.,I went to see my friend xiu mei qian.,I met my friend xiu mei qian.,I went to meet my friend xiu mei qian.,I was going to meet my friend.
i had gone to meet my friend confucius zha,I went to meet my friend.,I went to meet my friend confucius.,I went to see my friend confucius.,I was going to meet my friend confucius.,I had gone to meet my friend.
i had gone to meet my cousins,I went to meet my cousins.,I went to see my cousins.,I went to meet my relatives.,I was going to meet my cousins.,I went there to meet my cousins.
i had gone to meet my friend jiang ou,I went to meet my friend.,I was going to meet my friend.,I had gone to meet my friend.,I went to meet my friend jiang.,I went to meet a friend.
i had gone to meet my friend li leong,I went to meet my friend.,I was going to meet my friend.,I had gone to meet my friend.,I went to see my friend.,I went to meet a friend.
i had gone to meet my friend tung szeto,I went to meet my friend.,I was going to meet my friend.,I had gone to meet my friend.,I went to see my friend tung szeto.,I went to meet a friend.
i had gone to meet my friend genji ma,I went to meet my friend.,I was going to meet my friend.,I had gone to meet my friend.,I went to meet my friend Genji.,I went to meet a friend.
i had gone to meet my friend on weng,I went to meet my friend.,I met my friend on weng.,I went to meet my friend on weng.,I went to meet a friend.,I had gone to meet my friend.
i had gone to meet my friend xiang yap,I went to meet my friend.,I was going to meet my friend.,I went to meet my friend xiang yap.,I had gone to meet my friend.,I went to meet xiang yap.
i had gone to meet my friend bao lung,I went to meet my friend.,I went to meet my friend bao lung.,I had gone to meet my friend.,I was going to meet my friend.,I went to meet bao lung.
i had gone to meet my friend hsin shih,I went to meet my friend.,I was going to meet my friend.,I had gone to meet my friend.,I went to meet a friend.,I went to meet his friend.
i had gone to meet my friend wang ngo,I went to meet my friend.,I was going to meet my friend.,I had gone to meet my friend.,I went to meet a friend.,I went to meet my friend wang ngo.
what were you travelling for,What are you going to do?,What are you going for?,What are you going to do while you are there?,What are you going to do when you get there?,What are you travelling for?
i had gone to meet my friend ting tsao,I went to meet my friend.,I was going to meet my friend.,I had gone to meet my friend.,I went to meet a friend.,My friend and I went to meet.
i had gone to meet my friend qing-nan ou,I went to meet my friend.,I went to meet my friend qing-nan.,I went to see my friend qing-nan.,I had gone to meet my friend.,I went to meet a friend.
i had gone to meet my friend fo-hai hou,I went to meet my friend.,I was going to meet my friend.,I went to meet a friend.,I had gone to meet my friend.,I had gone to meet a friend.
i had gone to meet my friend ho foo,I went to meet my friend.,I was going to meet my friend.,I went to meet a friend.,I had gone to meet my friend.,I went to see my friend.
i had gone to meet my friend an lan,I went to meet my friend.,I was going to meet my friend.,I went to meet a friend.,I had gone to meet my friend.,A friend of mine went to meet me.
i had gone to meet my friend wen ren,I went to meet my friend.,I went to meet a friend.,I had gone to meet my friend.,I was going to meet my friend.,I went to see my friend.
i had gone to meet my friend shen miu,I went to meet my friend.,I went to meet her.,I was going to meet my friend.,I had gone to meet her.,I went to meet a friend.
i had gone to meet my friend yo xue,I went to meet my friend.,I was going to meet my friend.,I had gone to meet my friend.,I went to meet a friend.,I went to see my friend.
i had gone to meet my friend ting ruan,I went to meet my friend.,I was going to meet my friend.,I had gone to meet my friend.,I went to meet a friend.,I went to see my friend ting ruan.
i had gone to meet my friend qing-nan zang,I went to meet my friend.,I went to meet my friend qing-nan.,I was going to meet my friend.,I went to meet my friend qing-nan Zang.,I went to meet a friend.
i had gone to meet my friend jing zhen,I went to meet my friend.,I was going to meet my friend.,I had gone to meet my friend.,I went to meet my friend jing zhen.,I went to see my friend jing zhen.
i had gone to meet my friend quon ding,I went to meet my friend.,I was going to meet my friend.,I had gone to meet my friend.,I went to meet a friend.,I went to see my friend.
i had gone to meet my friend qing-nan yong,I went to meet my friend.,I went to meet my friend qing-nan yong.,I went to meet a friend.,I was going to meet my friend.,I went to meet my friend qing-nan.
i had gone to meet my friend yong ren,I went to meet my friend.,I was going to meet my friend.,I had gone to meet my friend.,I went to see my friend yong ren.,I traveled to meet my friend.
i had gone to meet my friend woo bi,I went to meet my friend.,I was going to meet my friend.,I had gone to meet my friend.,I went to meet a friend.,My friend and I went to meet.
i had gone to meet my friend ah lam qiao,I went to meet my friend.,I went to meet a friend.,I was going to meet my friend.,I had gone to meet my friend.,I had gone to meet a friend.
i had gone to meet my friend quon an,I went to meet my friend.,I was going to meet my friend.,I went to see my friend.,I had gone to meet my friend.,I went to meet a friend.
i had gone to meet my friend shen bo,I went to meet my friend.,I went to meet her.,I was going to meet my friend.,I had gone to meet her.,I went to meet a friend.
i had gone to meet my friend fo-hsing que,I went to meet my friend.,I was going to meet my friend.,I went to meet a friend.,I had gone to meet my friend.,I went to see my friend.
i had gone to meet my friend jiang geng,I went to meet my friend.,I was going to meet my friend.,I had gone to meet my friend.,I went to meet a friend.,I went to meet my friend.
i had gone to meet my friend xiang pun,I went to meet my friend.,I was going to meet my friend.,I had gone to meet my friend.,I went to meet a friend.,I went to meet my friend xiang.
i had gone to meet my friend kong geng,I went to meet my friend.,I went to meet my friend kong.,I was going to meet my friend.,I went to meet a friend.,I had gone to meet my friend.
i had gone to meet my friend xiang tam,I went to meet my friend.,I was going to meet my friend.,I had gone to meet my friend.,I went to meet his friend.,I went to meet a friend.
i had gone to meet my friend xi-wang ao,I went to meet my friend.,I had gone to meet my friend.,I was going to meet my friend.,I went to meet my friend.,I went to meet a friend.
i had gone to meet my friend xing-fu keng,I went to meet my friend.,I went to meet my friend xing-fu.,I went to see my friend xing-fu.,I was going to meet my friend.,I had gone to meet my friend.
i had gone to meet my friend wu-pen que,I went to meet my friend.,I had gone to meet my friend.,I was going to meet my friend.,I went to meet a friend.,I traveled to meet my friend.
i had gone to meet my friend shu fang auyeung,I went to meet my friend.,I had gone to meet my friend.,I went to meet my friend shu fang.,I was going to meet my friend.,I went to see my friend shu fang.
i had gone to meet my friend ting liao,I went to meet my friend.,I was going to meet my friend.,I had gone to meet my friend.,I went to meet a friend.,I went to see my friend ting liao.
i had gone to meet my friend ming tam,I went to meet my friend.,I was going to meet my friend.,I went to meet a friend.,I had gone to meet my friend.,My friend and I went to meet.
i had gone to meet my friend zhu geng,I went to meet my friend.,I was going to meet my friend.,I had gone to meet my friend.,I went to meet my friend.,I went to meet my friend zhu.
i had gone to meet my friend uang ngo,I went to meet my friend.,I was going to meet my friend.,I had gone to meet my friend.,I went to meet a friend.,I traveled to meet my friend.
i had gone to meet my friend on hoh,I went to meet my friend.,I was going to meet my friend.,I had gone to meet my friend.,I went to meet a friend.,I went to see my friend.
i had gone to meet my friend gao hy,I went to meet my friend.,I was going to meet my friend.,I went to meet my friend gao hy.,I went to see my friend gao hy.,I met my friend gao hy.
i had gone to meet my friend kong bu,I went to meet my friend.,I was going to meet my friend.,I went to meet my friend kong.,I had gone to meet my friend.,I went to meet a friend.
i had gone to meet my friend chun bo,I went to meet my friend.,I was going to meet my friend.,I had gone to meet my friend.,I went to meet my friend chun.,I went to meet a friend.
i had gone to meet my friend xing-fu xiong,I went to meet my friend.,I went to meet my friend xing-fu.,I met my friend xing-fu xiong.,I went to see my friend xing-fu xiong.,I went to meet my friend xing-fu xiong.
i had gone to meet my friend guanyin loo,I went to meet my friend.,I had gone to meet my friend.,I was going to meet my friend.,I went to meet a friend.,I went to meet my friend guanyin loo.
i had gone to meet my friend deshi tzeng,I went to meet my friend.,I had gone to meet my friend.,I was going to meet my friend.,I went to meet my friend deshi tzeng.,I went to see my friend deshi tzeng.
i had gone to meet my friend fo-hai un,I went to meet my friend.,I was going to meet my friend.,I had gone to meet my friend.,I went to meet a friend.,I went to see my friend.
i had gone to meet my friend mingmei leng,I went to meet my friend.,I had gone to meet my friend.,I was going to meet my friend.,I went to meet my friend mingmei.,I went to meet a friend.
i had gone to meet my friend li-liang huie,I went to meet my friend.,I was going to meet my friend.,I had gone to meet my friend.,I went to meet a friend.,I traveled to meet my friend.
i had gone to meet my friend chyou ouyang,I went to meet my friend.,I was going to meet my friend.,I went to meet a friend.,I had gone to meet my friend.,I went to meet up with my friend.
i had gone to meet my friend xiang qian,I went to meet my friend.,I was going to meet my friend.,I went to meet my friend xiang qian.,I had gone to meet my friend.,I went to meet xiang qian.
i had gone to meet my friend tung ip,I went to meet my friend.,I was going to meet my friend.,I had gone to meet my friend.,I went to meet a friend.,I traveled to meet my friend.
i had gone to meet my friend bing cao,I went to meet my friend.,I went to meet a friend.,I was going to meet my friend.,I had gone to meet my friend.,My friend and I went to meet.
i had gone to meet my friend ah lam auyeung,I went to meet my friend.,I had gone to meet my friend.,I was going to meet my friend.,I went to meet a friend.,My friend and I went to meet.
i had gone to meet my friend huik'o tien,I went to meet my friend.,I was going to meet my friend.,I had gone to meet my friend.,I went to meet a friend.,I went to meet my friend Huik'o.
i had gone to meet my friend fo-hai nie,I went to meet my friend.,I was going to meet my friend.,I had gone to meet my friend.,I went to meet a friend.,I went to see my friend.
i had gone to meet my friend ushi tseng,I went to meet my friend.,I had gone to meet my friend.,I was going to meet my friend.,I went to meet my friends.,I went to meet my friend tseng.
i had gone to meet my friend ah lam ngan,I went to meet my friend.,I had gone to meet my friend.,I was going to meet my friend.,I went to meet a friend.,I had gone to meet a friend.
i had gone to meet my friend zan woon,I went to meet my friend.,I went to meet my friend zan.,I went to see my friend zan woon.,I went to meet zan woon.,I went to meet my friend zan woon.
i had gone to meet my friend bao ruan,I went to meet my friend.,I was going to meet my friend.,I had gone to meet my friend.,I went to meet my friend.,I went to meet my friend bao ruan.
